title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	taxid_ch1	data_processing	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	supplementary_file_1
Sample 154_Paediatric pneumonia_128	GSM8145141	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938659	NONE
Sample 155_Paediatric pneumonia_129	GSM8145142	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938660	NONE
Sample 156_Paediatric pneumonia_130	GSM8145143	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938661	NONE
Sample 157_Paediatric pneumonia_131	GSM8145144	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938662	NONE
Sample 158_Paediatric pneumonia_132	GSM8145145	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938663	NONE
Sample 159_Paediatric pneumonia_133	GSM8145146	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938664	NONE
Sample 160_Paediatric pneumonia_134	GSM8145147	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938665	NONE
Sample 161_Paediatric pneumonia_135	GSM8145148	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938666	NONE
Sample 162_Paediatric pneumonia_136	GSM8145149	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938667	NONE
Sample 163_Paediatric pneumonia_137	GSM8145150	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938668	NONE
Sample 164_Paediatric pneumonia_138	GSM8145151	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938669	NONE
Sample 165_Paediatric pneumonia_139	GSM8145152	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938670	NONE
Sample 166_Healthy control_27	GSM8145153	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938671	NONE
Sample 167_Healthy control_28	GSM8145154	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938672	NONE
Sample 168_Healthy control_29	GSM8145155	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938673	NONE
Sample 169_Healthy control_30	GSM8145156	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938698	NONE
Sample 170_Healthy control_31	GSM8145157	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938699	NONE
Sample 171_Healthy control_32	GSM8145158	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938700	NONE
Sample 172_Healthy control_33	GSM8145159	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938701	NONE
Sample 173_Healthy control_34	GSM8145160	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938702	NONE
Sample 174_Healthy control_35	GSM8145161	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938703	NONE
Sample 175_Healthy control_36	GSM8145162	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938704	NONE
Sample 176_Healthy control_37	GSM8145163	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938705	NONE
Sample 177_Healthy control_38	GSM8145164	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938706	NONE
